,Fixed Acidity,Volatile Acidity,Citric Acid,Residual Sugar,Chlorides,Free Sulfur Dioxide,Total Sulfur Dioxide,Density,Ph,Sulphates,Alcohol,Quality
942,10.1 g/L,0.43 g/L,0.4 g/L,2.6 g/L,0.092 g/L,13.0 mg/L SO2,52.0 mg/L SO2,0.99834 g/cm³,pH 3.22,0.64 g/L,10.0% vol,Score: 7
943,9.8 g/L,0.5 g/L,0.34 g/L,2.3 g/L,0.094 g/L,10.0 mg/L SO2,45.0 mg/L SO2,0.99864 g/cm³,pH 3.24,0.6 g/L,9.7% vol,Score: 7
944,8.3 g/L,0.3 g/L,0.49 g/L,3.8 g/L,0.09 g/L,11.0 mg/L SO2,24.0 mg/L SO2,0.99498 g/cm³,pH 3.27,0.64 g/L,12.1% vol,Score: 7
945,10.2 g/L,0.44 g/L,0.42 g/L,2.0 g/L,0.071 g/L,7.0 mg/L SO2,20.0 mg/L SO2,0.99566 g/cm³,pH 3.14,0.79 g/L,11.1% vol,Score: 7
946,10.2 g/L,0.44 g/L,0.58 g/L,4.1 g/L,0.092 g/L,11.0 mg/L SO2,24.0 mg/L SO2,0.99745 g/cm³,pH 3.29,0.99 g/L,12.0% vol,Score: 7
947,8.3 g/L,0.28 g/L,0.48 g/L,2.1 g/L,0.093 g/L,6.0 mg/L SO2,12.0 mg/L SO2,0.99408 g/cm³,pH 3.26,0.62 g/L,12.4% vol,Score: 7
948,8.9 g/L,0.12 g/L,0.45 g/L,1.8 g/L,0.075 g/L,10.0 mg/L SO2,21.0 mg/L SO2,0.99552 g/cm³,pH 3.41,0.76 g/L,11.9% vol,Score: 7
949,8.9 g/L,0.12 g/L,0.45 g/L,1.8 g/L,0.075 g/L,10.0 mg/L SO2,21.0 mg/L SO2,0.99552 g/cm³,pH 3.41,0.76 g/L,11.9% vol,Score: 7
950,8.9 g/L,0.12 g/L,0.45 g/L,1.8 g/L,0.075 g/L,10.0 mg/L SO2,21.0 mg/L SO2,0.99552 g/cm³,pH 3.41,0.76 g/L,11.9% vol,Score: 7
951,8.3 g/L,0.28 g/L,0.48 g/L,2.1 g/L,0.093 g/L,6.0 mg/L SO2,12.0 mg/L SO2,0.99408 g/cm³,pH 3.26,0.62 g/L,12.4% vol,Score: 7
952,8.2 g/L,0.31 g/L,0.4 g/L,2.2 g/L,0.058 g/L,6.0 mg/L SO2,10.0 mg/L SO2,0.99536 g/cm³,pH 3.31,0.68 g/L,11.2% vol,Score: 7
953,10.2 g/L,0.34 g/L,0.48 g/L,2.1 g/L,0.052 g/L,5.0 mg/L SO2,9.0 mg/L SO2,0.99458 g/cm³,pH 3.2,0.69 g/L,12.1% vol,Score: 7
954,7.6 g/L,0.43 g/L,0.4 g/L,2.7 g/L,0.082 g/L,6.0 mg/L SO2,11.0 mg/L SO2,0.99538 g/cm³,pH 3.44,0.54 g/L,12.2% vol,Score: 6
955,8.5 g/L,0.21 g/L,0.52 g/L,1.9 g/L,0.09 g/L,9.0 mg/L SO2,23.0 mg/L SO2,0.99648 g/cm³,pH 3.36,0.67 g/L,10.4% vol,Score: 5
956,9.0 g/L,0.36 g/L,0.52 g/L,2.1 g/L,0.111 g/L,5.0 mg/L SO2,10.0 mg/L SO2,0.99568 g/cm³,pH 3.31,0.62 g/L,11.3% vol,Score: 6
957,9.5 g/L,0.37 g/L,0.52 g/L,2.0 g/L,0.088 g/L,12.0 mg/L SO2,51.0 mg/L SO2,0.99613 g/cm³,pH 3.29,0.58 g/L,11.1% vol,Score: 6
958,6.4 g/L,0.57 g/L,0.12 g/L,2.3 g/L,0.12 g/L,25.0 mg/L SO2,36.0 mg/L SO2,0.99519 g/cm³,pH 3.47,0.71 g/L,11.3% vol,Score: 7
959,8.0 g/L,0.59 g/L,0.05 g/L,2.0 g/L,0.089 g/L,12.0 mg/L SO2,32.0 mg/L SO2,0.99735 g/cm³,pH 3.36,0.61 g/L,10.0% vol,Score: 5
960,8.5 g/L,0.47 g/L,0.27 g/L,1.9 g/L,0.058 g/L,18.0 mg/L SO2,38.0 mg/L SO2,0.99518 g/cm³,pH 3.16,0.85 g/L,11.1% vol,Score: 6
961,7.1 g/L,0.56 g/L,0.14 g/L,1.6 g/L,0.078 g/L,7.0 mg/L SO2,18.0 mg/L SO2,0.99592 g/cm³,pH 3.27,0.62 g/L,9.3% vol,Score: 5
962,6.6 g/L,0.57 g/L,0.02 g/L,2.1 g/L,0.115 g/L,6.0 mg/L SO2,16.0 mg/L SO2,0.99654 g/cm³,pH 3.38,0.69 g/L,9.5% vol,Score: 5
963,8.8 g/L,0.27 g/L,0.39 g/L,2.0 g/L,0.1 g/L,20.0 mg/L SO2,27.0 mg/L SO2,0.99546 g/cm³,pH 3.15,0.69 g/L,11.2% vol,Score: 6
964,8.5 g/L,0.47 g/L,0.27 g/L,1.9 g/L,0.058 g/L,18.0 mg/L SO2,38.0 mg/L SO2,0.99518 g/cm³,pH 3.16,0.85 g/L,11.1% vol,Score: 6
965,8.3 g/L,0.34 g/L,0.4 g/L,2.4 g/L,0.065 g/L,24.0 mg/L SO2,48.0 mg/L SO2,0.99554 g/cm³,pH 3.34,0.86 g/L,11.0% vol,Score: 6
966,9.0 g/L,0.38 g/L,0.41 g/L,2.4 g/L,0.103 g/L,6.0 mg/L SO2,10.0 mg/L SO2,0.99604 g/cm³,pH 3.13,0.58 g/L,11.9% vol,Score: 7
967,8.5 g/L,0.66 g/L,0.2 g/L,2.1 g/L,0.097 g/L,23.0 mg/L SO2,113.0 mg/L SO2,0.99733 g/cm³,pH 3.13,0.48 g/L,9.2% vol,Score: 5
968,9.0 g/L,0.4 g/L,0.43 g/L,2.4 g/L,0.068 g/L,29.0 mg/L SO2,46.0 mg/L SO2,0.9943 g/cm³,pH 3.2,0.6 g/L,12.2% vol,Score: 6
969,6.7 g/L,0.56 g/L,0.09 g/L,2.9 g/L,0.079 g/L,7.0 mg/L SO2,22.0 mg/L SO2,0.99669 g/cm³,pH 3.46,0.61 g/L,10.2% vol,Score: 5
970,10.4 g/L,0.26 g/L,0.48 g/L,1.9 g/L,0.066 g/L,6.0 mg/L SO2,10.0 mg/L SO2,0.99724 g/cm³,pH 3.33,0.87 g/L,10.9% vol,Score: 6
971,10.4 g/L,0.26 g/L,0.48 g/L,1.9 g/L,0.066 g/L,6.0 mg/L SO2,10.0 mg/L SO2,0.99724 g/cm³,pH 3.33,0.87 g/L,10.9% vol,Score: 6
972,10.1 g/L,0.38 g/L,0.5 g/L,2.4 g/L,0.104 g/L,6.0 mg/L SO2,13.0 mg/L SO2,0.99643 g/cm³,pH 3.22,0.65 g/L,11.6% vol,Score: 7
973,8.5 g/L,0.34 g/L,0.44 g/L,1.7 g/L,0.079 g/L,6.0 mg/L SO2,12.0 mg/L SO2,0.99605 g/cm³,pH 3.52,0.63 g/L,10.7% vol,Score: 5
974,8.8 g/L,0.33 g/L,0.41 g/L,5.9 g/L,0.073 g/L,7.0 mg/L SO2,13.0 mg/L SO2,0.99658 g/cm³,pH 3.3,0.62 g/L,12.1% vol,Score: 7
975,7.2 g/L,0.41 g/L,0.3 g/L,2.1 g/L,0.083 g/L,35.0 mg/L SO2,72.0 mg/L SO2,0.997 g/cm³,pH 3.44,0.52 g/L,9.4% vol,Score: 5
976,7.2 g/L,0.41 g/L,0.3 g/L,2.1 g/L,0.083 g/L,35.0 mg/L SO2,72.0 mg/L SO2,0.997 g/cm³,pH 3.44,0.52 g/L,9.4% vol,Score: 5
977,8.4 g/L,0.59 g/L,0.29 g/L,2.6 g/L,0.109 g/L,31.0 mg/L SO2,119.0 mg/L SO2,0.99801 g/cm³,pH 3.15,0.5 g/L,9.1% vol,Score: 5
978,7.0 g/L,0.4 g/L,0.32 g/L,3.6 g/L,0.061 g/L,9.0 mg/L SO2,29.0 mg/L SO2,0.99416 g/cm³,pH 3.28,0.49 g/L,11.3% vol,Score: 7
979,12.2 g/L,0.45 g/L,0.49 g/L,1.4 g/L,0.075 g/L,3.0 mg/L SO2,6.0 mg/L SO2,0.9969 g/cm³,pH 3.13,0.63 g/L,10.4% vol,Score: 5
980,9.1 g/L,0.5 g/L,0.3 g/L,1.9 g/L,0.065 g/L,8.0 mg/L SO2,17.0 mg/L SO2,0.99774 g/cm³,pH 3.32,0.71 g/L,10.5% vol,Score: 6
981,9.5 g/L,0.86 g/L,0.26 g/L,1.9 g/L,0.079 g/L,13.0 mg/L SO2,28.0 mg/L SO2,0.99712 g/cm³,pH 3.25,0.62 g/L,10.0% vol,Score: 5
982,7.3 g/L,0.52 g/L,0.32 g/L,2.1 g/L,0.07 g/L,51.0 mg/L SO2,70.0 mg/L SO2,0.99418 g/cm³,pH 3.34,0.82 g/L,12.9% vol,Score: 6
983,9.1 g/L,0.5 g/L,0.3 g/L,1.9 g/L,0.065 g/L,8.0 mg/L SO2,17.0 mg/L SO2,0.99774 g/cm³,pH 3.32,0.71 g/L,10.5% vol,Score: 6
984,12.2 g/L,0.45 g/L,0.49 g/L,1.4 g/L,0.075 g/L,3.0 mg/L SO2,6.0 mg/L SO2,0.9969 g/cm³,pH 3.13,0.63 g/L,10.4% vol,Score: 5
985,7.4 g/L,0.58 g/L,0.0 g/L,2.0 g/L,0.064 g/L,7.0 mg/L SO2,11.0 mg/L SO2,0.99562 g/cm³,pH 3.45,0.58 g/L,11.3% vol,Score: 6
986,9.8 g/L,0.34 g/L,0.39 g/L,1.4 g/L,0.066 g/L,3.0 mg/L SO2,7.0 mg/L SO2,0.9947 g/cm³,pH 3.19,0.55 g/L,11.4% vol,Score: 7
987,7.1 g/L,0.36 g/L,0.3 g/L,1.6 g/L,0.08 g/L,35.0 mg/L SO2,70.0 mg/L SO2,0.99693 g/cm³,pH 3.44,0.5 g/L,9.4% vol,Score: 5
988,7.7 g/L,0.39 g/L,0.12 g/L,1.7 g/L,0.097 g/L,19.0 mg/L SO2,27.0 mg/L SO2,0.99596 g/cm³,pH 3.16,0.49 g/L,9.4% vol,Score: 5
989,9.7 g/L,0.295 g/L,0.4 g/L,1.5 g/L,0.073 g/L,14.0 mg/L SO2,21.0 mg/L SO2,0.99556 g/cm³,pH 3.14,0.51 g/L,10.9% vol,Score: 6
990,7.7 g/L,0.39 g/L,0.12 g/L,1.7 g/L,0.097 g/L,19.0 mg/L SO2,27.0 mg/L SO2,0.99596 g/cm³,pH 3.16,0.49 g/L,9.4% vol,Score: 5
991,7.1 g/L,0.34 g/L,0.28 g/L,2.0 g/L,0.082 g/L,31.0 mg/L SO2,68.0 mg/L SO2,0.99694 g/cm³,pH 3.45,0.48 g/L,9.4% vol,Score: 5
992,6.5 g/L,0.4 g/L,0.1 g/L,2.0 g/L,0.076 g/L,30.0 mg/L SO2,47.0 mg/L SO2,0.99554 g/cm³,pH 3.36,0.48 g/L,9.4% vol,Score: 6
993,7.1 g/L,0.34 g/L,0.28 g/L,2.0 g/L,0.082 g/L,31.0 mg/L SO2,68.0 mg/L SO2,0.99694 g/cm³,pH 3.45,0.48 g/L,9.4% vol,Score: 5
994,10.0 g/L,0.35 g/L,0.45 g/L,2.5 g/L,0.092 g/L,20.0 mg/L SO2,88.0 mg/L SO2,0.99918 g/cm³,pH 3.15,0.43 g/L,9.4% vol,Score: 5
995,7.7 g/L,0.6 g/L,0.06 g/L,2.0 g/L,0.079 g/L,19.0 mg/L SO2,41.0 mg/L SO2,0.99697 g/cm³,pH 3.39,0.62 g/L,10.1% vol,Score: 6
996,5.6 g/L,0.66 g/L,0.0 g/L,2.2 g/L,0.087 g/L,3.0 mg/L SO2,11.0 mg/L SO2,0.99378 g/cm³,pH 3.71,0.63 g/L,12.8% vol,Score: 7
997,5.6 g/L,0.66 g/L,0.0 g/L,2.2 g/L,0.087 g/L,3.0 mg/L SO2,11.0 mg/L SO2,0.99378 g/cm³,pH 3.71,0.63 g/L,12.8% vol,Score: 7
998,8.9 g/L,0.84 g/L,0.34 g/L,1.4 g/L,0.05 g/L,4.0 mg/L SO2,10.0 mg/L SO2,0.99554 g/cm³,pH 3.12,0.48 g/L,9.1% vol,Score: 6
999,6.4 g/L,0.69 g/L,0.0 g/L,1.65 g/L,0.055 g/L,7.0 mg/L SO2,12.0 mg/L SO2,0.99162 g/cm³,pH 3.47,0.53 g/L,12.9% vol,Score: 6
1000,7.5 g/L,0.43 g/L,0.3 g/L,2.2 g/L,0.062 g/L,6.0 mg/L SO2,12.0 mg/L SO2,0.99495 g/cm³,pH 3.44,0.72 g/L,11.5% vol,Score: 7
1001,9.9 g/L,0.35 g/L,0.38 g/L,1.5 g/L,0.058 g/L,31.0 mg/L SO2,47.0 mg/L SO2,0.99676 g/cm³,pH 3.26,0.82 g/L,10.6% vol,Score: 7
1002,9.1 g/L,0.29 g/L,0.33 g/L,2.05 g/L,0.063 g/L,13.0 mg/L SO2,27.0 mg/L SO2,0.99516 g/cm³,pH 3.26,0.84 g/L,11.7% vol,Score: 7
1003,6.8 g/L,0.36 g/L,0.32 g/L,1.8 g/L,0.067 g/L,4.0 mg/L SO2,8.0 mg/L SO2,0.9928 g/cm³,pH 3.36,0.55 g/L,12.8% vol,Score: 7
1004,8.2 g/L,0.43 g/L,0.29 g/L,1.6 g/L,0.081 g/L,27.0 mg/L SO2,45.0 mg/L SO2,0.99603 g/cm³,pH 3.25,0.54 g/L,10.3% vol,Score: 5
1005,6.8 g/L,0.36 g/L,0.32 g/L,1.8 g/L,0.067 g/L,4.0 mg/L SO2,8.0 mg/L SO2,0.9928 g/cm³,pH 3.36,0.55 g/L,12.8% vol,Score: 7
1006,9.1 g/L,0.29 g/L,0.33 g/L,2.05 g/L,0.063 g/L,13.0 mg/L SO2,27.0 mg/L SO2,0.99516 g/cm³,pH 3.26,0.84 g/L,11.7% vol,Score: 7
1007,9.1 g/L,0.3 g/L,0.34 g/L,2.0 g/L,0.064 g/L,12.0 mg/L SO2,25.0 mg/L SO2,0.99516 g/cm³,pH 3.26,0.84 g/L,11.7% vol,Score: 7
1008,8.9 g/L,0.35 g/L,0.4 g/L,3.6 g/L,0.11 g/L,12.0 mg/L SO2,24.0 mg/L SO2,0.99549 g/cm³,pH 3.23,0.7 g/L,12.0% vol,Score: 7
1009,9.6 g/L,0.5 g/L,0.36 g/L,2.8 g/L,0.116 g/L,26.0 mg/L SO2,55.0 mg/L SO2,0.99722 g/cm³,pH 3.18,0.68 g/L,10.9% vol,Score: 5
1010,8.9 g/L,0.28 g/L,0.45 g/L,1.7 g/L,0.067 g/L,7.0 mg/L SO2,12.0 mg/L SO2,0.99354 g/cm³,pH 3.25,0.55 g/L,12.3% vol,Score: 7
1011,8.9 g/L,0.32 g/L,0.31 g/L,2.0 g/L,0.088 g/L,12.0 mg/L SO2,19.0 mg/L SO2,0.9957 g/cm³,pH 3.17,0.55 g/L,10.4% vol,Score: 6
1012,7.7 g/L,1.005 g/L,0.15 g/L,2.1 g/L,0.102 g/L,11.0 mg/L SO2,32.0 mg/L SO2,0.99604 g/cm³,pH 3.23,0.48 g/L,10.0% vol,Score: 5
1013,7.5 g/L,0.71 g/L,0.0 g/L,1.6 g/L,0.092 g/L,22.0 mg/L SO2,31.0 mg/L SO2,0.99635 g/cm³,pH 3.38,0.58 g/L,10.0% vol,Score: 6
1014,8.0 g/L,0.58 g/L,0.16 g/L,2.0 g/L,0.12 g/L,3.0 mg/L SO2,7.0 mg/L SO2,0.99454 g/cm³,pH 3.22,0.58 g/L,11.2% vol,Score: 6
1015,10.5 g/L,0.39 g/L,0.46 g/L,2.2 g/L,0.075 g/L,14.0 mg/L SO2,27.0 mg/L SO2,0.99598 g/cm³,pH 3.06,0.84 g/L,11.4% vol,Score: 6
1016,8.9 g/L,0.38 g/L,0.4 g/L,2.2 g/L,0.068 g/L,12.0 mg/L SO2,28.0 mg/L SO2,0.99486 g/cm³,pH 3.27,0.75 g/L,12.6% vol,Score: 7
1017,8.0 g/L,0.18 g/L,0.37 g/L,0.9 g/L,0.049 g/L,36.0 mg/L SO2,109.0 mg/L SO2,0.99007 g/cm³,pH 2.89,0.44 g/L,12.7% vol,Score: 6
1018,8.0 g/L,0.18 g/L,0.37 g/L,0.9 g/L,0.049 g/L,36.0 mg/L SO2,109.0 mg/L SO2,0.99007 g/cm³,pH 2.89,0.44 g/L,12.7% vol,Score: 6
1019,7.0 g/L,0.5 g/L,0.14 g/L,1.8 g/L,0.078 g/L,10.0 mg/L SO2,23.0 mg/L SO2,0.99636 g/cm³,pH 3.53,0.61 g/L,10.4% vol,Score: 5
1020,11.3 g/L,0.36 g/L,0.66 g/L,2.4 g/L,0.123 g/L,3.0 mg/L SO2,8.0 mg/L SO2,0.99642 g/cm³,pH 3.2,0.53 g/L,11.9% vol,Score: 6
1021,11.3 g/L,0.36 g/L,0.66 g/L,2.4 g/L,0.123 g/L,3.0 mg/L SO2,8.0 mg/L SO2,0.99642 g/cm³,pH 3.2,0.53 g/L,11.9% vol,Score: 6
1022,7.0 g/L,0.51 g/L,0.09 g/L,2.1 g/L,0.062 g/L,4.0 mg/L SO2,9.0 mg/L SO2,0.99584 g/cm³,pH 3.35,0.54 g/L,10.5% vol,Score: 5
1023,8.2 g/L,0.32 g/L,0.42 g/L,2.3 g/L,0.098 g/L,3.0 mg/L SO2,9.0 mg/L SO2,0.99506 g/cm³,pH 3.27,0.55 g/L,12.3% vol,Score: 6
1024,7.7 g/L,0.58 g/L,0.01 g/L,1.8 g/L,0.088 g/L,12.0 mg/L SO2,18.0 mg/L SO2,0.99568 g/cm³,pH 3.32,0.56 g/L,10.5% vol,Score: 7
1025,8.6 g/L,0.83 g/L,0.0 g/L,2.8 g/L,0.095 g/L,17.0 mg/L SO2,43.0 mg/L SO2,0.99822 g/cm³,pH 3.33,0.6 g/L,10.4% vol,Score: 6
1026,7.9 g/L,0.31 g/L,0.32 g/L,1.9 g/L,0.066 g/L,14.0 mg/L SO2,36.0 mg/L SO2,0.99364 g/cm³,pH 3.41,0.56 g/L,12.6% vol,Score: 6
1027,6.4 g/L,0.795 g/L,0.0 g/L,2.2 g/L,0.065 g/L,28.0 mg/L SO2,52.0 mg/L SO2,0.99378 g/cm³,pH 3.49,0.52 g/L,11.6% vol,Score: 5
1028,7.2 g/L,0.34 g/L,0.21 g/L,2.5 g/L,0.075 g/L,41.0 mg/L SO2,68.0 mg/L SO2,0.99586 g/cm³,pH 3.37,0.54 g/L,10.1% vol,Score: 6
1029,7.7 g/L,0.58 g/L,0.01 g/L,1.8 g/L,0.088 g/L,12.0 mg/L SO2,18.0 mg/L SO2,0.99568 g/cm³,pH 3.32,0.56 g/L,10.5% vol,Score: 7
1030,7.1 g/L,0.59 g/L,0.0 g/L,2.1 g/L,0.091 g/L,9.0 mg/L SO2,14.0 mg/L SO2,0.99488 g/cm³,pH 3.42,0.55 g/L,11.5% vol,Score: 7
1031,7.3 g/L,0.55 g/L,0.01 g/L,1.8 g/L,0.093 g/L,9.0 mg/L SO2,15.0 mg/L SO2,0.99514 g/cm³,pH 3.35,0.58 g/L,11.0% vol,Score: 7
1032,8.1 g/L,0.82 g/L,0.0 g/L,4.1 g/L,0.095 g/L,5.0 mg/L SO2,14.0 mg/L SO2,0.99854 g/cm³,pH 3.36,0.53 g/L,9.6% vol,Score: 5
1033,7.5 g/L,0.57 g/L,0.08 g/L,2.6 g/L,0.089 g/L,14.0 mg/L SO2,27.0 mg/L SO2,0.99592 g/cm³,pH 3.3,0.59 g/L,10.4% vol,Score: 6
1034,8.9 g/L,0.745 g/L,0.18 g/L,2.5 g/L,0.077 g/L,15.0 mg/L SO2,48.0 mg/L SO2,0.99739 g/cm³,pH 3.2,0.47 g/L,9.7% vol,Score: 6
1035,10.1 g/L,0.37 g/L,0.34 g/L,2.4 g/L,0.085 g/L,5.0 mg/L SO2,17.0 mg/L SO2,0.99683 g/cm³,pH 3.17,0.65 g/L,10.6% vol,Score: 7
1036,7.6 g/L,0.31 g/L,0.34 g/L,2.5 g/L,0.082 g/L,26.0 mg/L SO2,35.0 mg/L SO2,0.99356 g/cm³,pH 3.22,0.59 g/L,12.5% vol,Score: 7
1037,7.3 g/L,0.91 g/L,0.1 g/L,1.8 g/L,0.074 g/L,20.0 mg/L SO2,56.0 mg/L SO2,0.99672 g/cm³,pH 3.35,0.56 g/L,9.2% vol,Score: 5
1038,8.7 g/L,0.41 g/L,0.41 g/L,6.2 g/L,0.078 g/L,25.0 mg/L SO2,42.0 mg/L SO2,0.9953 g/cm³,pH 3.24,0.77 g/L,12.6% vol,Score: 7
1039,8.9 g/L,0.5 g/L,0.21 g/L,2.2 g/L,0.088 g/L,21.0 mg/L SO2,39.0 mg/L SO2,0.99692 g/cm³,pH 3.33,0.83 g/L,11.1% vol,Score: 6
1040,7.4 g/L,0.965 g/L,0.0 g/L,2.2 g/L,0.088 g/L,16.0 mg/L SO2,32.0 mg/L SO2,0.99756 g/cm³,pH 3.58,0.67 g/L,10.2% vol,Score: 5
1041,6.9 g/L,0.49 g/L,0.19 g/L,1.7 g/L,0.079 g/L,13.0 mg/L SO2,26.0 mg/L SO2,0.99547 g/cm³,pH 3.38,0.64 g/L,9.8% vol,Score: 6
1042,8.9 g/L,0.5 g/L,0.21 g/L,2.2 g/L,0.088 g/L,21.0 mg/L SO2,39.0 mg/L SO2,0.99692 g/cm³,pH 3.33,0.83 g/L,11.1% vol,Score: 6
1043,9.5 g/L,0.39 g/L,0.41 g/L,8.9 g/L,0.069 g/L,18.0 mg/L SO2,39.0 mg/L SO2,0.99859 g/cm³,pH 3.29,0.81 g/L,10.9% vol,Score: 7
1044,6.4 g/L,0.39 g/L,0.33 g/L,3.3 g/L,0.046 g/L,12.0 mg/L SO2,53.0 mg/L SO2,0.99294 g/cm³,pH 3.36,0.62 g/L,12.2% vol,Score: 6
1045,6.9 g/L,0.44 g/L,0.0 g/L,1.4 g/L,0.07 g/L,32.0 mg/L SO2,38.0 mg/L SO2,0.99438 g/cm³,pH 3.32,0.58 g/L,11.4% vol,Score: 6
1046,7.6 g/L,0.78 g/L,0.0 g/L,1.7 g/L,0.076 g/L,33.0 mg/L SO2,45.0 mg/L SO2,0.99612 g/cm³,pH 3.31,0.62 g/L,10.7% vol,Score: 6
1047,7.1 g/L,0.43 g/L,0.17 g/L,1.8 g/L,0.082 g/L,27.0 mg/L SO2,51.0 mg/L SO2,0.99634 g/cm³,pH 3.49,0.64 g/L,10.4% vol,Score: 5
1048,9.3 g/L,0.49 g/L,0.36 g/L,1.7 g/L,0.081 g/L,3.0 mg/L SO2,14.0 mg/L SO2,0.99702 g/cm³,pH 3.27,0.78 g/L,10.9% vol,Score: 6
1049,9.3 g/L,0.5 g/L,0.36 g/L,1.8 g/L,0.084 g/L,6.0 mg/L SO2,17.0 mg/L SO2,0.99704 g/cm³,pH 3.27,0.77 g/L,10.8% vol,Score: 6
1050,7.1 g/L,0.43 g/L,0.17 g/L,1.8 g/L,0.082 g/L,27.0 mg/L SO2,51.0 mg/L SO2,0.99634 g/cm³,pH 3.49,0.64 g/L,10.4% vol,Score: 5
1051,8.5 g/L,0.46 g/L,0.59 g/L,1.4 g/L,0.414 g/L,16.0 mg/L SO2,45.0 mg/L SO2,0.99702 g/cm³,pH 3.03,1.34 g/L,9.2% vol,Score: 5
1052,5.6 g/L,0.605 g/L,0.05 g/L,2.4 g/L,0.073 g/L,19.0 mg/L SO2,25.0 mg/L SO2,0.99258 g/cm³,pH 3.56,0.55 g/L,12.9% vol,Score: 5
1053,8.3 g/L,0.33 g/L,0.42 g/L,2.3 g/L,0.07 g/L,9.0 mg/L SO2,20.0 mg/L SO2,0.99426 g/cm³,pH 3.38,0.77 g/L,12.7% vol,Score: 7
1054,8.2 g/L,0.64 g/L,0.27 g/L,2.0 g/L,0.095 g/L,5.0 mg/L SO2,77.0 mg/L SO2,0.99747 g/cm³,pH 3.13,0.62 g/L,9.1% vol,Score: 6
1055,8.2 g/L,0.64 g/L,0.27 g/L,2.0 g/L,0.095 g/L,5.0 mg/L SO2,77.0 mg/L SO2,0.99747 g/cm³,pH 3.13,0.62 g/L,9.1% vol,Score: 6
1056,8.9 g/L,0.48 g/L,0.53 g/L,4.0 g/L,0.101 g/L,3.0 mg/L SO2,10.0 mg/L SO2,0.99586 g/cm³,pH 3.21,0.59 g/L,12.1% vol,Score: 7
1057,7.6 g/L,0.42 g/L,0.25 g/L,3.9 g/L,0.104 g/L,28.0 mg/L SO2,90.0 mg/L SO2,0.99784 g/cm³,pH 3.15,0.57 g/L,9.1% vol,Score: 5
1058,9.9 g/L,0.53 g/L,0.57 g/L,2.4 g/L,0.093 g/L,30.0 mg/L SO2,52.0 mg/L SO2,0.9971 g/cm³,pH 3.19,0.76 g/L,11.6% vol,Score: 7
1059,8.9 g/L,0.48 g/L,0.53 g/L,4.0 g/L,0.101 g/L,3.0 mg/L SO2,10.0 mg/L SO2,0.99586 g/cm³,pH 3.21,0.59 g/L,12.1% vol,Score: 7
1060,11.6 g/L,0.23 g/L,0.57 g/L,1.8 g/L,0.074 g/L,3.0 mg/L SO2,8.0 mg/L SO2,0.9981 g/cm³,pH 3.14,0.7 g/L,9.9% vol,Score: 6
1061,9.1 g/L,0.4 g/L,0.5 g/L,1.8 g/L,0.071 g/L,7.0 mg/L SO2,16.0 mg/L SO2,0.99462 g/cm³,pH 3.21,0.69 g/L,12.5% vol,Score: 8
1062,8.0 g/L,0.38 g/L,0.44 g/L,1.9 g/L,0.098 g/L,6.0 mg/L SO2,15.0 mg/L SO2,0.9956 g/cm³,pH 3.3,0.64 g/L,11.4% vol,Score: 6
1063,10.2 g/L,0.29 g/L,0.65 g/L,2.4 g/L,0.075 g/L,6.0 mg/L SO2,17.0 mg/L SO2,0.99565 g/cm³,pH 3.22,0.63 g/L,11.8% vol,Score: 6
1064,8.2 g/L,0.74 g/L,0.09 g/L,2.0 g/L,0.067 g/L,5.0 mg/L SO2,10.0 mg/L SO2,0.99418 g/cm³,pH 3.28,0.57 g/L,11.8% vol,Score: 6
1065,7.7 g/L,0.61 g/L,0.18 g/L,2.4 g/L,0.083 g/L,6.0 mg/L SO2,20.0 mg/L SO2,0.9963 g/cm³,pH 3.29,0.6 g/L,10.2% vol,Score: 6
1066,6.6 g/L,0.52 g/L,0.08 g/L,2.4 g/L,0.07 g/L,13.0 mg/L SO2,26.0 mg/L SO2,0.99358 g/cm³,pH 3.4,0.72 g/L,12.5% vol,Score: 7
1067,11.1 g/L,0.31 g/L,0.53 g/L,2.2 g/L,0.06 g/L,3.0 mg/L SO2,10.0 mg/L SO2,0.99572 g/cm³,pH 3.02,0.83 g/L,10.9% vol,Score: 7
1068,11.1 g/L,0.31 g/L,0.53 g/L,2.2 g/L,0.06 g/L,3.0 mg/L SO2,10.0 mg/L SO2,0.99572 g/cm³,pH 3.02,0.83 g/L,10.9% vol,Score: 7
1069,8.0 g/L,0.62 g/L,0.35 g/L,2.8 g/L,0.086 g/L,28.0 mg/L SO2,52.0 mg/L SO2,0.997 g/cm³,pH 3.31,0.62 g/L,10.8% vol,Score: 5
1070,9.3 g/L,0.33 g/L,0.45 g/L,1.5 g/L,0.057 g/L,19.0 mg/L SO2,37.0 mg/L SO2,0.99498 g/cm³,pH 3.18,0.89 g/L,11.1% vol,Score: 7
1071,7.5 g/L,0.77 g/L,0.2 g/L,8.1 g/L,0.098 g/L,30.0 mg/L SO2,92.0 mg/L SO2,0.99892 g/cm³,pH 3.2,0.58 g/L,9.2% vol,Score: 5
1072,7.2 g/L,0.35 g/L,0.26 g/L,1.8 g/L,0.083 g/L,33.0 mg/L SO2,75.0 mg/L SO2,0.9968 g/cm³,pH 3.4,0.58 g/L,9.5% vol,Score: 6
